排名,av_id,标题,播放量,UP主,UP主UID,粉丝数,点赞数,投币数,收藏数,分享数,弹幕数,评论数,标签,深度互动比(币+藏/赞),互动密度,收藏率,粉丝转化率,分享率,深度互动得分,互动密度得分,收藏率得分,转化率得分,分享率得分,视频年龄(小时),发布时间,价值综合评分
11,88175782,【时代少年团】《光环~的少年》完结纪录片合集,10982817,一枚精分答答,15169133,140634,156234,14733,175054,12304,598048,1484,"宋亚轩,刘耀文,马嘉祺,丁程鑫,严浩翔,张真源,时代少年团,贺峻霖",1.2148,0.0861,0.0159,78.095,0.0011,0.4765,0.3596,0.2569,0.0576,0.002,56540.84,2020-02-11 15:26:47,0.314
12,63939438,《台风蜕变之战》合集,11072996,一枚精分答答,15169133,140634,238778,24672,181558,21783,931188,3070,"丁程鑫,严浩翔,宋亚轩,刘耀文,贺峻霖,张真源,马嘉祺,时代少年团",0.8637,0.1246,0.0164,78.7363,0.002,0.3283,0.5347,0.2657,0.0581,0.0036,60839.91,2019-08-16 12:22:23,0.3079
13,259132653,【TF家族】2022 TF家族夏日运动会,23174557,TF家族,3670216,9176767,509004,147223,189385,53845,3274941,70963,"时代少年团,TF家族",0.6613,0.1809,0.0082,2.5254,0.0023,0.2428,0.791,0.1078,0.001,0.0043,34792.99,2022-08-05 19:17:20,0.3048
14,285986550,时代少年团物料合集1（已上限）,15062747,睡在TNT怀里,583195026,84610,193983,19133,204816,31704,853031,2147,"TNT,明星,时代少年团,TNT时代少年团",1.1545,0.0845,0.0136,178.0256,0.0021,0.4511,0.3524,0.212,0.1324,0.0039,53680.83,2020-06-09 19:26:51,0.302
15,891331104,【4K60FPS】共和时代《Counting Stars》核能现场！一起来数星星吧！,17872186,音乐私藏馆,229733301,8186342,624318,144795,453062,50237,7079,9215,"Counting Stars,ONEREPUBLIC,经典,爷青回,共和时代,欧美现场,音乐私藏馆",0.9576,0.0693,0.0254,2.1832,0.0028,0.368,0.2831,0.4376,0.0008,0.0052,41536.74,2021-10-28 19:32:14,0.2877
16,891284092,【时代少年团】《光环中的少年——“踯躅”》,12340815,TF家族,3670216,9176767,411817,148287,122819,29735,1226616,43618,"时代少年团,TNT时代少年团",0.6583,0.1583,0.01,1.3448,0.0024,0.2416,0.6881,0.142,0.0002,0.0044,41512.94,2021-10-29 19:20:32,0.2854
17,886159953,时代少年团——少年on fire全集,22487127,你想听个笑话吗,14631389,81165,362532,38805,299967,45425,1374467,4357,"时代少年团,TNT时代少年团,少年on fire,少年on line,未播花絮,打歌舞台",0.9345,0.0925,0.0133,277.0545,0.002,0.3582,0.3888,0.207,0.2065,0.0037,48288.53,2021-01-20 11:45:05,0.285
18,497959432,【时代少年团】Cover舞台B - EXO《破风（The Eve）》,10590094,TF家族,3670216,9176767,292894,116156,197746,114874,121185,30150,"丁程鑫,马嘉祺,刘耀文,宋亚轩,严浩翔,时代少年团,贺峻霖,张真源,舞蹈",1.0717,0.0716,0.0187,1.154,0.0108,0.4161,0.2936,0.3094,0.0,0.0201,54616.77,2020-05-01 19:30:08,0.2829
19,327904279,【时代少年团】Cover舞台A - NCT 127《Intro》《英雄；Kick It》,12449337,TF家族,3670216,9176767,320057,126422,223517,128922,168208,29044,"丁程鑫,刘耀文,宋亚轩,马嘉祺,严浩翔,贺峻霖,时代少年团,张真源,舞蹈",1.0934,0.0697,0.018,1.3566,0.0104,0.4253,0.2848,0.2956,0.0002,0.0192,54616.78,2020-05-01 19:30:08,0.2811
20,551765509,卧槽！原来在绝对的美貌面前，根本不需要高颅顶和直角肩！,10978822,她是惊蛰,291318137,57706,579696,85648,270687,41878,11685,4974,"春节影视好看指南,昭和时代,女神,影视剪辑,美女,Z+观创团,经典影视考古大赛",0.6147,0.0868,0.0247,190.2544,0.0038,0.2232,0.3627,0.4242,0.1416,0.007,38712.82,2022-02-23 11:27:41,0.2685
21,329606749,【TNT时代少年团】团综《我们的新家》合集（已更完）,13594291,苦瓜哭哭哭,297617173,72026,192426,13034,204446,23025,303379,1607,"马嘉祺,TNT,丁程鑫,贺峻霖,严浩翔,张真源,时代少年团,宋亚轩,刘耀文,综艺",1.1302,0.0526,0.015,188.7414,0.0017,0.4408,0.2071,0.2396,0.1404,0.0031,51278.74,2020-09-17 21:32:18,0.2683
22,721294327,【4K60FPS】共和时代《Apologize》核能现场！唱哭无数人的神曲！,11269376,音乐私藏馆,229733301,8186342,385710,93213,257681,27366,9048,4070,"Apologize,ONEREPUBLIC,开口跪,经典,共和时代,欧美现场,音乐私藏馆",0.9097,0.0665,0.0229,1.3766,0.0024,0.3477,0.2705,0.3899,0.0002,0.0045,41585.7,2021-10-26 18:34:52,0.2678
23,889103031,【时代少年团】「五月粉丝见面会实况」-《世界上的另一个我》纯享版,38974327,TF家族,3670216,9176767,584000,356752,366733,194471,1004021,198958,"时代少年团,TNT时代少年团,明星",1.2388,0.0644,0.0094,4.2471,0.005,0.4867,0.2609,0.1316,0.0023,0.0092,44176.61,2021-07-10 19:40:03,0.263
24,973999616,【时代少年团】「火力全开」五月粉丝见面会练习室联排,12397021,TF家族,3670216,9176767,358852,113921,146900,33700,621923,24103,"TNT时代少年团,时代少年团,明星",0.7268,0.1021,0.0118,1.3509,0.0027,0.2705,0.4324,0.1784,0.0002,0.005,44297.76,2021-07-05 18:31:02,0.239
25,79225515,【时代少年团】《晴天》cover by宋亚轩,11709341,TF家族,3670216,9176767,186774,98436,129564,45116,37349,10571,"宋亚轩,时代少年团,TNT",1.2207,0.0395,0.0111,1.276,0.0039,0.479,0.1476,0.1634,0.0001,0.0071,57954.5,2019-12-14 17:46:38,0.238
26,869379209,一部带你重温童年的影片，真实且治愈，时代需要这样的影片。,17788676,电影新秀,1060995522,245079,47823,5274,70023,1087,2187,731,"国产电影,童年,治愈,电影解说,新剧好剧一起看,星动安利大作战·初夏篇",1.5745,0.0071,0.0039,72.5834,0.0001,0.6284,0.0,0.0265,0.0535,0.0001,27542.48,2023-06-03 21:47:52,0.2306
27,87856753,【时代少年团】《光环下的少年——重逢》,12865919,TF家族,3670216,9176767,261123,61469,143484,20712,676769,10494,"马嘉祺,丁程鑫,严浩翔,刘耀文,贺峻霖,宋亚轩,时代少年团,张真源,TNT,综艺",0.7849,0.0896,0.0112,1.402,0.0016,0.295,0.3758,0.165,0.0002,0.0029,56580.19,2020-02-10 00:05:34,0.2305
28,428204563,【时代少年团】《时代夏令营》01：出乎意料的夏令营,10468426,TF家族,3670216,9176767,345101,104306,95041,23364,701267,35278,"时代少年团,TNT时代少年团",0.5776,0.1224,0.0091,1.1408,0.0022,0.2075,0.5247,0.1252,0.0,0.0041,35466.28,2022-07-08 18:00:00,0.2293
29,925639714,【时代少年团】TNT《我想了太多关于你的形容》Cover,26124058,TF家族,3670216,9176767,300958,193316,186154,74980,264064,85248,"贺峻霖,严浩翔,时代少年团,TNT,cover,翻唱",1.2609,0.0394,0.0071,2.8468,0.0029,0.496,0.1472,0.0877,0.0013,0.0053,54304.83,2020-05-14 19:27:02,0.2286
30,83019019,当《不染》遇上戏腔？！听得我头皮发麻了！！！,12736218,米奇木木三不愛米奇,164895974,36139,228271,52557,159863,70419,60857,9749,"马嘉祺,时代少年团,开口跪,音乐,舞台,不染,TF家族,音乐现场,明星,翻唱",0.9306,0.0401,0.0126,352.4231,0.0055,0.3565,0.1505,0.1919,0.2629,0.0102,57278.16,2020-01-11 22:07:11,0.2281
31,634517065,时代少年团2021火力全开演唱会（下）,21132089,TF家族,3670216,9176767,434181,173623,157002,2167,1321913,31308,"丁程鑫,TF家族,演唱会,公子,贺峻霖,严浩翔,张真源,时代少年团,时代少年团演唱会,Lil Wen,小丁弟弟,中国大陆,狼崽,大帅,+7,小丁,普通话,程程,宋亚轩,马嘉祺,tnt,Alex,张方方,刘耀文,简亓,二维马,树立,Jiaqi Ma,时代少年团2021火力全开演唱会,Chengxin Ding,小马哥(昵称),马总(昵称),猫捡球(昵称),Yaxuan Song,Zhenyuan Zhang,小铃铛(昵称),Yaowen Liu,霖霖(昵称),宋树立(本名),Junlin He,小贺(昵称)",0.7615,0.1002,0.0074,2.3028,0.0001,0.2851,0.4239,0.0936,0.0009,0.0001,40410.34,2021-12-14 17:56:33,0.2246
32,804097767,【时代少年团】「五月粉丝见面会实况」-《花园+我想了太多关于你的形容》纯享版,20773636,TF家族,3670216,9176767,260935,143503,147492,50541,357163,56081,"TNT时代少年团,时代少年团,明星",1.1152,0.0465,0.0071,2.2637,0.0024,0.4345,0.1792,0.0873,0.0008,0.0045,44176.44,2021-07-10 19:50:07,0.2149
33,114551341195203,优酸乳×时代少年团 嚼柠檬主题曲中文版《Lemon》发布！,11436737,时代少年团,3546630773016865,4377937,138927,27642,73893,294980,705678,108656,"MV,音乐,时代少年团,LEMON",0.7309,0.0922,0.0065,2.6124,0.0258,0.2722,0.3875,0.075,0.0011,0.048,10288.33,2025-05-22 19:57:06,0.2121
34,977029652,时代少年团2021火力全开演唱会（上）,35123361,TF家族,3670216,9176767,617066,237567,241760,5848,1868203,61255,"TF家族,丁程鑫,演唱会,公子,贺峻霖,张真源,严浩翔,时代少年团,时代少年团演唱会,Lil Wen,小丁弟弟,狼崽,小丁,中国大陆,大帅,+7,普通话,程程,宋亚轩,马嘉祺,tnt,Alex,张方方,刘耀文,简亓,二维马,树立,Jiaqi Ma,时代少年团2021火力全开演唱会,Chengxin Ding,小马哥(昵称),猫捡球(昵称),马总(昵称),Zhenyuan Zhang,霖霖(昵称),Yaowen Liu,小铃铛(昵称),Yaxuan Song,Junlin He,小贺(昵称),宋树立(本名)",0.7768,0.0861,0.0069,3.8274,0.0002,0.2916,0.3599,0.0831,0.002,0.0003,40410.34,2021-12-14 17:56:34,0.2089
35,979870300,“狠活的时代……已经死了。”补档,19732832,75fps,35570604,240627,745375,210397,293057,109647,14625,3895,"虎哥,抽象,刀哥,整活,鬼畜,搞笑",0.6754,0.0642,0.0149,82.0059,0.0056,0.2488,0.2601,0.236,0.0605,0.0103,38160.5,2022-03-18 11:46:41,0.2064
36,61926807,中国小哥在韩国舞台上演唱《雪落下的声音》听得鸡皮疙瘩！！,21745830,米奇木木三不愛米奇,164895974,36139,303435,65162,185660,85256,81763,24453,"马嘉祺,雪落下的声音,开口跪,TF家族,音乐,歌曲,台风蜕变之战,时代少年团,音乐现场,翻唱",0.8266,0.0304,0.0085,601.7275,0.0039,0.3126,0.106,0.1149,0.4495,0.0072,61165.43,2019-08-02 22:50:54,0.2046
37,674047376,【刘耀文】谁在躁动！天才主舞的神级直拍，是你梦里的《criminal》吗？,16429545,刘耀文星光放映厅,199232775,234538,149347,47348,111214,88916,133316,88322,"刘耀文,时代少年团,翻跳,娱乐,TF家族,00后,舞蹈,明星,耀文宇宙之All in集锦",1.0617,0.0322,0.0068,70.0507,0.0054,0.4119,0.1145,0.0809,0.0516,0.01,44184.91,2021-07-10 11:22:10,0.1951
38,94923707,【时代少年团】宋亚轩刘耀文游戏惩罚·女团舞,11510252,TF家族,3670216,9176767,223414,65332,136382,44219,23324,6680,"宋亚轩,刘耀文,时代少年团,TNT,综艺",0.9029,0.0395,0.0118,1.2543,0.0038,0.3448,0.1477,0.1784,0.0001,0.0071,55880.85,2020-03-10 03:25:45,0.194
39,764501817,【舞台纯享】宋亚轩《给我一个吻》【时代少年团2021火力全开演唱会】,12859274,TF家族,3670216,9176767,135301,76345,61438,2353,197174,72111,"演唱会,公子,丁程鑫,TF家族,贺峻霖,严浩翔,张真源,时代少年团,时代少年团演唱会,Lil Wen,小丁弟弟,小丁,狼崽,大帅,普通话,中国大陆,+7,程程,宋亚轩,马嘉祺,tnt,Alex,张方方,刘耀文,简亓,二维马,树立,Jiaqi Ma,时代少年团2021火力全开演唱会,Chengxin Ding,小马哥(昵称),马总(昵称),猫捡球(昵称),小贺(昵称),Zhenyuan Zhang,Yaowen Liu,霖霖(昵称),Junlin He,小铃铛(昵称),Yaxuan Song,宋树立(本名)",1.0183,0.0422,0.0048,1.4013,0.0002,0.3936,0.1597,0.0427,0.0002,0.0003,40386.28,2021-12-15 18:00:01,0.1863
40,973536407,超温柔治愈嗓音！宋亚轩翻唱Forever Young,11130169,宋亚轩的留声机,307535996,523778,125708,46245,82745,34916,43393,28018,"宋亚轩,ForeverYoung,开口跪,时代少年团,TNT,音乐",1.0261,0.0293,0.0074,21.2498,0.0031,0.3969,0.1011,0.0937,0.0151,0.0058,44852.45,2021-06-12 15:49:48,0.185
41,807120186,【舞台纯享】刘耀文《马》【时代少年团2021火力全开演唱会】,10653433,TF家族,3670216,9176767,90661,41400,37722,2538,224042,196330,"公子,丁程鑫,TF家族,演唱会,贺峻霖,严浩翔,张真源,时代少年团,时代少年团演唱会,Lil Wen,小丁弟弟,中国大陆,狼崽,+7,普通话,程程,小丁,大帅,宋亚轩,马嘉祺,tnt,Alex,张方方,刘耀文,简亓,二维马,树立,Jiaqi Ma,时代少年团2021火力全开演唱会,Chengxin Ding,小马哥(昵称),猫捡球(昵称),马总(昵称),Yaxuan Song,Zhenyuan Zhang,Junlin He,霖霖(昵称),Yaowen Liu,小铃铛(昵称),宋树立(本名),小贺(昵称)",0.8727,0.0554,0.0035,1.1609,0.0002,0.3321,0.2199,0.0189,0.0,0.0004,40386.28,2021-12-15 18:00:01,0.175
42,73936539,大人，时代变了！！,15710145,--圈圈--,8784855,1557390,530514,237320,130870,70840,36409,7756,"方舟生存进化,解说,生存,单机,新人,搞笑,单机联机,时代变了",0.694,0.06,0.0083,10.0875,0.0045,0.2567,0.2409,0.1109,0.0067,0.0083,59034.05,2019-10-30 18:13:28,0.1737
43,294554572,【舞台纯享】马嘉祺《让她降落》【时代少年团2021火力全开演唱会】,14215108,TF家族,3670216,9176767,126863,59386,52106,5403,159333,102469,"马嘉祺,TF家族,丁程鑫,公子,演唱会,贺峻霖,张真源,严浩翔,时代少年团,时代少年团演唱会,Lil Wen,小丁弟弟,大帅,小丁,中国大陆,程程,+7,狼崽,普通话,宋亚轩,tnt,Alex,张方方,刘耀文,简亓,二维马,树立,Jiaqi Ma,时代少年团2021火力全开演唱会,Chengxin Ding,小马哥(昵称),马总(昵称),猫捡球(昵称),小铃铛(昵称),Yaxuan Song,霖霖(昵称),Yaowen Liu,Zhenyuan Zhang,小贺(昵称),Junlin He,宋树立(本名)",0.8788,0.0352,0.0037,1.549,0.0004,0.3347,0.1279,0.0213,0.0003,0.0007,40386.28,2021-12-15 18:00:02,0.1535
44,114607528090434,当班里举办儿童节活动！,13490338,一串大福,393709394,3285301,201016,10518,137474,714,7764,1041,"原创,搞笑,来福来福,一串大福,学生时代,六一,儿童节,fyp,演我放假时的精神状态,UP 小剧场 3.0",0.7362,0.0265,0.0102,4.1063,0.0001,0.2745,0.0885,0.1466,0.0022,0.0,10050.18,2025-06-01 18:06:24,0.1477
45,422021430,【舞台纯享】贺峻霖《别叫我达芬奇》【时代少年团2021火力全开演唱会】,11208125,TF家族,3670216,9176767,112373,45065,42243,1741,84499,13287,"丁程鑫,公子,演唱会,TF家族,贺峻霖,严浩翔,张真源,时代少年团,时代少年团演唱会,Lil Wen,小丁弟弟,狼崽,普通话,中国大陆,小丁,大帅,+7,程程,宋亚轩,马嘉祺,tnt,Alex,张方方,刘耀文,简亓,二维马,树立,Jiaqi Ma,时代少年团2021火力全开演唱会,Chengxin Ding,小马哥(昵称),马总(昵称),猫捡球(昵称),霖霖(昵称),Junlin He,小贺(昵称),Yaowen Liu,宋树立(本名),Zhenyuan Zhang,小铃铛(昵称),Yaxuan Song",0.7769,0.0265,0.0038,1.2214,0.0002,0.2917,0.0885,0.0233,0.0001,0.0002,40386.28,2021-12-15 18:00:01,0.1289
46,722217641,《Dancing with a Stranger》马嘉祺专属机位【时代少年团2021火力全开演唱会】,10943057,TF家族,3670216,9176767,60045,24209,27954,1250,56288,11334,"TF家族,演唱会,公子,丁程鑫,贺峻霖,严浩翔,张真源,时代少年团,时代少年团演唱会,Lil Wen,小丁弟弟,中国大陆,+7,程程,狼崽,大帅,普通话,小丁,宋亚轩,马嘉祺,tnt,Alex,张方方,刘耀文,简亓,二维马,树立,Jiaqi Ma,时代少年团2021火力全开演唱会,Chengxin Ding,小马哥(昵称),猫捡球(昵称),马总(昵称),小贺(昵称),Yaowen Liu,宋树立(本名),霖霖(昵称),Yaxuan Song,小铃铛(昵称),Zhenyuan Zhang,Junlin He",0.8687,0.0164,0.0026,1.1925,0.0001,0.3304,0.0425,0.0,0.0,0.0002,40362.28,2021-12-16 18:00:01,0.1263
47,115943850119469,二班忏悔录！,14287864,一串大福,393709394,3285301,291837,12768,145601,1129,5655,1503,"搞笑,校园,来福来福,一串大福,学生时代,真实,新年小剧场,fyp",0.5427,0.032,0.0102,4.349,0.0001,0.1928,0.1134,0.1466,0.0024,0.0001,4386.11,2026-01-23 18:10:14,0.1254
48,701882589,粉丝上演史诗大战，爱豆却似无情AI，TFBOYS十周年演唱会笑话大全！,13906645,一只吐槽圆,20457232,2785983,699850,66974,117114,193522,72026,19759,"TFBOYS,易烊千玺,王源,TF家族,王俊凯,十周年演唱会,时代峰峻,李飞,黄锐,娱乐吃瓜大会,TFBOYS十年回顾",0.263,0.0702,0.0084,4.9916,0.0139,0.0747,0.2871,0.1126,0.0029,0.0259,25968.16,2023-08-08 12:07:16,0.1233
49,115558813012734,当周五下午不上课！,13257593,一串大福,393709394,3285301,315194,12749,127582,1297,3523,1396,"校园,原创,搞笑,搞笑小剧场,来福来福,一串大福,学生时代,周五,fyp",0.4452,0.0347,0.0096,4.0354,0.0001,0.1516,0.1258,0.1357,0.0022,0.0001,6018.08,2025-11-16 18:11:43,0.1119
50,115387165318330,当差生考试抄过头了！,12033635,一串大福,393709394,3285301,214313,7722,98426,851,2011,898,"考试,搞笑,一串大福,国民教辅,好教辅用五三,周末C计划,学生时代,高中同步,五三,fyp",0.4953,0.0269,0.0082,3.6629,0.0001,0.1728,0.0901,0.108,0.0019,0.0001,6738.28,2025-10-17 18:00:00,0.1048
51,116079812681419,当铁三角回农村过年！,21817510,一串大福,393709394,3285301,509195,15542,172105,1966,2461,1563,"搞笑,来福来福,一串大福,过年,春节,学生时代,真实,新年小剧场,fyp",0.3685,0.0321,0.0079,6.6409,0.0001,0.1192,0.114,0.1024,0.0041,0.0001,3809.82,2026-02-16 18:27:52,0.0911
52,115723028404885,钝子生 vs 尖子生！,11861212,一串大福,393709394,3285301,159404,6442,64827,1084,1933,754,"搞笑,原创,校园,搞笑小剧场,来福来福,一串大福,学生时代,真实,期末,fyp",0.4471,0.0197,0.0055,3.6104,0.0001,0.1524,0.0573,0.0559,0.0018,0.0001,5322.08,2025-12-15 18:11:39,0.079
53,114867893771565,当班里举行知识竞赛！,11389390,一串大福,393709394,3285301,164546,4596,63108,519,2666,746,"搞笑,搞笑小剧场,来福来福,一串大福,国民教辅,好教辅用五三,53B版,五年高考三年模拟,学生时代,五三,UP！小剧场   暑期档ACTION！",0.4115,0.0207,0.0055,3.4668,0.0,0.1374,0.0619,0.0573,0.0017,0.0,8922.28,2025-07-18 18:00:00,0.0752
54,114670711086917,高考后的崩溃时刻！,12246038,一串大福,393709394,3285301,135878,4691,57692,589,638,520,"搞笑,高考,搞笑小剧场,来福来福,一串大福,学生时代,报志愿,fyp,UP 小剧场 3.0",0.4591,0.0163,0.0047,3.7275,0.0,0.1575,0.0419,0.0414,0.0019,0.0,9782.08,2025-06-12 22:11:43,0.0741
55,114624506631609,省吃俭用学生党belike！,15301482,一串大福,393709394,3285301,148236,4982,63076,621,1123,641,"搞笑,来福来福,一串大福,省钱,学生时代,学生党,校园小剧场,fyp,bilibili校园小剧场开演啦",0.4591,0.0143,0.0041,4.6576,0.0,0.1575,0.0326,0.0301,0.0026,0.0,9978.2,2025-06-04 18:05:01,0.0696
56,116719712470567,虎哥摩根时代请勿模仿虎哥已经来到哔哩哔哩入驻,16722212,虎哥二次元教父,1298579146,1590409,684030,29736,65827,12264,13686,4944,"二次元,经典,沈阳,时代,抽象,虎哥,狠活,好果汁",0.1397,0.0477,0.0039,10.5144,0.0007,0.0226,0.185,0.0265,0.007,0.0013,1097.61,2026-06-09 18:40:20,0.0603
57,115302792763340,高中生国庆vs大学生国庆！,14734760,一串大福,393709394,3285301,346006,6246,69710,1981,1554,2456,"搞笑,来福来福,一串大福,国庆,学生时代,真实,fyp,国庆小剧场",0.2195,0.0289,0.0047,4.4851,0.0001,0.0563,0.0993,0.0418,0.0025,0.0002,7103.25,2025-10-02 13:01:34,0.0532
58,514827893,学生时代的狠人,33855931,刘幸运不背实,96793524,560705,1301196,10003,102069,2127,7713,10349,"搞笑,穿越,剧情,短剧,书生,奇幻,自制,许天奇,锤娜丽莎,周英俊,向夏,许吴彬,龙顶天,刘背实,王佳玉,中二,杜煜峰,沙雕,普通话,朱莉,姥姥,中国大陆,老杜,东北花泽类,Julie,倒霉侠刘背实,周欢,嗯呐朱莉,陈佳怡,唐雷,合作机构,Huan Zhou,奋斗吧，龙顶天,Wubin Xu,Yufeng Du,Tianqi Xu,Yingjun Zhou,Beishi Liu,Xia Xiang,Ennazhuli,Jiahe Ji,倒霉侠刘背实#,大米麒麟,#背实,Jiayu Wang,背实,齐向阳（本名）,周天仇,江无邪,宋清风",0.0861,0.0423,0.003,60.381,0.0001,0.0,0.1602,0.0088,0.0443,0.0001,34392.12,2022-08-22 12:09:34,0.0463
59,114160381795640,省吃俭用学生党belike！,14455641,一串大福,393709394,3285301,172310,3782,42972,445,756,370,"搞笑,原创,搞笑小剧场,来福来福,一串大福,真实,省钱,学生时代,fyp,UP！小剧场",0.2713,0.0152,0.003,4.4001,0.0,0.0782,0.0371,0.008,0.0024,0.0,11945.41,2025-03-14 18:52:06,0.0385
